0.001,3,3
0,3,3
0.005,3,3
0.003,3,3
0.002,3,3
0.004,3,3
0.007,3,3
0.008,3,3
0.006,3,3
0.01,3,3
0.009,3,3
0.012,3,3
0.011,3,3
0.014,3,3
0.015,3,3
0.013,3,3
0.017,3,3
0.016,3,3
0.018,3,3
0.019,3,3
0.023,3,3
0.021,3,3
0.022,1,1
0.024,1,1
0.025,1,1
0.027,1,1
0.026,1,1
0.028,1,1
0.029,1,1
0.033,1,1
0.031,1,1
0.02,1,1
0.035,11,9
0.034,11,9
0.03,10,6
0.032,11,9
0.038,11,9
0.036,11,9
0.042,11,9
0.04,11,9
0.037,11,9
0.043,11,9
0.047,11,9
0.045,11,9
0.041,11,9
0.049,11,9
0.044,11,9
0.051,11,9
0.05,11,9
0.046,11,9
0.052,11,9
0.053,11,9
0.057,1,1
0.056,1,1
0.039,11,9
0.058,1,1
0.055,1,1
0.054,1,1
0.048,1,1
0.06,1,1
0.064,1,1
0.066,1,1
0.063,1,1
0.068,1,1
0.061,1,1
0.059,1,1
0.073,1,1
0.067,1,1
0.07,1,1
0.062,1,1
0.071,1,1
0.074,1,1
0.072,1,1
0.075,1,1
0.065,1,1
0.076,1,1
0.08,1,1
0.078,1,1
0.079,1,1
0.069,1,1
0.082,1,1
0.081,1,1
0.077,1,1
0.091,2,2
0.086,2,2
0.093,2,2
0.084,2,2
0.089,2,2
0.085,2,2
0.087,2,2
0.088,2,2
0.092,2,2
0.09,2,2
0.094,2,2
0.083,2,2
0.098,2,2
0.097,1,1
0.101,1,1
0.1,1,1
0.102,1,1
0.095,1,1
0.106,1,1
0.105,1,1
0.096,1,1
0.108,1,1
0.122,1,1
0.119,1,1
0.115,1,1
0.11,1,1
0.107,1,1
0.123,1,1
0.125,1,1
0.121,1,1
0.114,1,1
0.104,1,1
0.111,1,1
0.128,1,1
0.129,1,1
0.13,1,1
0.135,1,1
0.137,1,1
0.133,1,1
0.12,1,1
0.136,1,1
0.109,1,1
0.112,1,1
0.103,1,1
0.118,1,1
0.132,1,1
0.134,1,1
0.139,1,1
0.117,1,1
0.126,1,1
0.141,1,1
0.127,1,1
0.131,1,1
0.138,1,1
0.124,1,1
0.099,1,1
0.142,1,1
0.143,1,1
0.147,21,33
0.116,19,29
0.15,98,259
0.145,21,33
0.149,98,259
0.153,21,33
0.144,21,33
0.151,21,33
0.146,21,33
0.152,21,33
0.154,21,33
0.113,19,29
0.156,21,33
0.157,21,33
0.158,21,33
0.155,21,33
0.148,21,33
0.16,21,33
0.161,21,33
0.162,21,33
0.159,21,33
0.163,21,33
0.165,21,33
0.167,21,33
0.166,21,33
0.164,21,33
0.168,21,33
0.171,21,33
0.17,21,33
0.169,21,33
0.176,32,56
0.179,32,56
0.175,32,56
0.14,98,259
0.184,1,1
0.18,1,1
0.182,1,1
0.178,1,1
0.181,1,1
0.177,32,56
0.183,1,1
0.186,1,1
0.188,1,1
0.189,1,1
0.187,1,1
0.191,1,1
0.19,1,1
0.193,1,1
0.195,1,1
0.185,1,1
0.192,1,1
0.196,1,1
0.197,1,1
0.194,1,1
0.198,1,1
0.199,1,1
0.2,1,1
0.201,1,1
0.203,1,1
0.204,1,1
0.202,1,1
0.205,1,1
0.206,1,1
0.207,1,1
0.208,1,1
0.211,2,2
0.21,2,2
0.212,2,2
0.213,2,2
0.209,2,2
0.214,2,2
0.215,2,2
0.216,2,2
0.218,2,2
0.219,2,2
0.22,2,2
0.217,2,2
0.221,2,2
0.222,2,2
0.223,2,2
0.224,2,2
0.225,2,2
0.227,2,2
0.226,2,2
0.23,2,2
0.228,2,2
0.233,2,2
0.232,2,2
0.229,2,2
0.234,2,2
0.231,2,2
0.235,14,19
0.237,14,19
0.236,14,19
0.238,14,19
0.24,14,19
0.239,14,19
0.243,14,19
0.241,14,19
0.242,14,19
0.244,14,19
0.245,14,19
0.246,1,1
0.247,1,1
0.248,1,1
0.249,1,1
0.251,1,1
0.252,1,1
0.255,1,1
0.25,1,1
0.259,1,1
0.258,1,1
0.257,1,1
0.26,1,1
0.254,1,1
0.262,1,1
0.253,1,1
0.264,1,1
0.263,1,1
0.267,1,1
0.266,1,1
0.269,1,1
0.256,1,1
0.265,1,1
0.268,1,1
0.271,1,1
0.27,1,1
0.275,1,1
0.261,1,1
0.273,46,91
0.28,1,1
0.276,46,91
0.277,1,1
0.278,46,91
0.282,1,1
0.272,1,1
0.288,1,1
0.281,1,1
0.279,1,1
0.286,1,1
0.287,1,1
0.289,1,1
0.283,1,1
0.274,1,1
0.284,1,1
0.29,1,1
0.285,1,1
0.291,1,1
0.294,1,1
0.292,1,1
0.293,1,1
0.295,1,1
0.296,1,1
0.298,1,1
0.297,1,1
0.3,1,1
0.299,1,1
0.301,1,1
0.302,1,1
0.303,1,1
0.305,1,1
0.306,1,1
0.307,1,1
0.304,1,1
0.308,1,1
0.309,1,1
0.311,1,1
0.31,1,1
0.312,1,1
0.313,1,1
0.316,1,1
0.314,1,1
0.315,1,1
0.318,1,1
0.317,1,1
0.32,1,1
0.319,1,1
0.321,1,1
0.323,1,1
0.322,1,1
0.325,1,1
0.324,1,1
0.326,1,1
0.329,1,1
0.327,1,1
0.33,1,1
0.328,1,1
0.332,1,1
0.331,1,1
0.333,1,1
0.334,1,1
0.335,1,1
0.337,1,1
0.338,1,1
0.339,1,1
0.336,1,1
0.34,1,1
0.341,1,1
0.342,1,1
0.344,1,1
0.345,1,1
0.343,1,1
0.346,1,1
0.347,1,1
0.351,1,1
0.348,1,1
0.352,1,1
0.357,4,6
0.356,4,6
0.353,4,6
0.359,4,6
0.349,4,6
0.354,4,6
0.35,4,6
0.355,4,6
0.361,4,6
